record_id,duplicate_id,author,year,journal,doi,title,pages,volume,number,abstract,isbn,label,source,record_ids,asreview_prior,exported_notes_1,included,asreview_ranking
295,1433,"Xu, Brown, Pan, Li, Feng, Guan, Liu, Liu, Chao, Sheng, Gao",1996,"Lung cancer (Amsterdam, Netherlands)",10.1016/s0169-5002(96)90220-2,"Lifestyle, environmental pollution and lung cancer in cities of Liaoning in northeastern China.",S149-60,14 Suppl 1,,"Several studies were conducted in cities of Liaoning Province, one of the areas of China with heavy concentrations of industry, to investigate the effects of life-style factors and environmental pollutants on lung cancer causation. A case-control study involving 1249 lung cancer patients and 1345 population-based controls was conducted in 1985-1988 in Shenyang, the capital of Liaoning. Cigarette smoking was found to be the principal cause of lung cancer in this population, accounting for 55% of the disease in males and 37% in females. There was also a significant increase in lung cancer risk associated with an overall index of indoor air pollution due to coal-burning emission. The population attributable risk (PAR) for indoor air pollution was 13% for males and 17% for females. Risks were significantly increased for workers in the non-ferrous smelter (odds ratio (OR) = 2.6, 95% CI, 1.3-5.1), chemical and drug manufacturing (OR = 3.0, 95% CI, 1.0-8.0), and the glass and pottery industry (OR = 1.6, 95% CI, 1.0-2.5). Studies in the Anshan Iron-Steel Complex showed a significant excess of lung cancer for workers exposed to a variety of dusts. A standardized proportional mortality ratio (SPMR) study of 8887 deaths during 1980-1989 among male workers of the complex indicated a 37% excess risk of lung cancer compared to residents of the city. A nested case-control study was then conducted in that complex. A total of 610 cases of lung cancer diagnosed during 1987-1993 and 959 randomly selected controls from 196 993 active and retired employees of the complex were interviewed. Historical monitoring records for dust and benzo(a)pyrene (B(a)P) were collected from 1956-1992 to calculate cumulative exposure for each person. Results suggested that risks were increased for all occupations in which there was exposure to dusts, with the highest risks seen among coke oven workers (OR = 3.5, 95% CI, 2.0-6.4) and fire-resistant brick makers (OR = 2.9, 95% CI, 1.9-4.4). Significant dose-response patterns between cumulative total dust, cumulative total B(a)P and lung cancer risk were observed. The findings suggest that smoking and environmental pollution combine to account for elevated rates of lung cancer in cities of northeastern China.",0169-5002,title_duplicate,"pubmed, embase","1433, 1226",,,,335
42,1339,"Pasetto, Terracini, Marsili, Comba",2014,Annals of global health,10.1016/j.aogh.2014.09.003,"Occupational burden of asbestos-related cancer in Argentina, Brazil, Colombia, and Mexico.",263-8,80,4,"An estimate at the national level of the occupational cancer burden brought about by the industrial use of asbestos requires detailed routine information on such uses as well as on vital statistics of good quality. A causal association with asbestos exposure has been established for mesothelioma and cancers of the lung, larynx, and ovary. The aim of this study was to provide estimates of the occupational burden of asbestos-related cancer for the Latin American countries that are or have been the highest asbestos consumers in the region: Argentina, Brazil, Colombia, and Mexico. The burden of multifactorial cancers has been estimated through the approach suggested for the World Health Organization using the population attributable fraction. The following data were used: Proportion of workforce employed in each economic sector. Proportion of workers exposed to asbestos in each sector. Occupational turnover. Levels of exposure. Proportion of the population in the workforce. Relative risk for each considered disease for 1 or more levels of exposure. Data on the proportion of workers exposed to asbestos in each sector are not available for Latin American countries; therefore, data from the European CAREX database (carcinogen exposure database) were used. Using mortality data of the World Health Organization Health Statistics database for the year 2009 and applying the estimated values for population attributable fractions, the number of estimated deaths in 5 years for mesothelioma and for lung, larynx, and ovary cancers attributable to occupational asbestos exposures, were respectively 735, 233, 29, and 14 for Argentina; 340, 611, 68, and 43 for Brazil; 255, 97, 14, and 9 for Colombia, and 1075, 219, 18, and 22 for Mexico. The limitations in compiling the estimates highlight the need for improvement in the quality of asbestos-related environmental and health data. Nevertheless, the figures are already usable to promote a ban on asbestos use.",2214-9996,-1,"pubmed, embase","1339, 1090",,,,336
35,1575,"Aaron Blair, Laura Beane Freeman",2006,Epidemiology,10.1097/01.ede.0000239724.89630.23,Lung Cancer Among Nonsmokers,601-603,17,6,"Although lung cancer deaths among nonsmokers are often viewed as a rare event, there are 17,000 to 26,000 such deaths annually in the United States.1 This would rank them in the top 10 for deaths from cancer if they were considered a separate cancer site.2 The recent death of Dana Reeve, wife of actor Christopher Reeve and a lifelong nonsmoker, from lung cancer has generated considerable scientific and public interest in the causes of this disease among nonsmokers.3 The article by Zeka and colleagues4 in this issue focuses on the identification of occupational risk factors for lung cancer among nonsmokers. This timely article raises a number of scientific issues regarding the development of lung cancer in nonsmokers, including what we know about its etiology—specifically, the contribution of occupational factors and how to identify additional risk factors. What are the Risk Factors for Lung Cancer Among Nonsmokers and do They Differ From Those Among Smokers? Although the literature on the etiology of lung cancer among nonsmokers is small compared with that among smokers, it appears that the factors affecting the development of lung cancer in smokers and nonsmokers are quite similar. Overall, approximately 25% of the nonsmoking cases can be explained by established risk factors.5 These factors include indoor air pollution,6 outdoor air pollution,7 diet,8 previous lung disease,9 radon in the home,10 environmental tobacco smoke,11 physical inactivity,12 and occupation.4 Host factors such as reported family history13 and genetic polymorphisms14 are also linked to lung cancer among nonsmokers as they are among smokers. Lung cancer rates among nonsmokers provide important information regarding the etiology of this disease. Findings from the American Cancer Society Cancer Prevention Cohorts indicate that mortality rates for lung cancer among nonsmokers were slightly higher among men than women (17.1 vs 14.7 per 100,000) and appear to have been relatively stable over the last 4 decades.1 This small difference does not suggest any huge disparity in exposure to nontobacco risk factors between men and women. It is roughly in the range that might be due to differences between men and women in occupational exposures that have been linked with lung cancer. The relatively stable rates over time suggest no large changes over the past few decades in the overall level of exposure to environmental risk factors associated with lung cancer. Individual exposures could, of course, change without affecting the overall lung cancer mortality rate if there were a balance between increases and decreases in various risk factors. The similarity in risk factors, other than active smoking, for lung cancer among smokers and nonsmokers suggests that risk factors for lung cancer identified among smokers should be also considered risk factors among nonsmokers. If this assumption is correct, then it would not appear necessary to replicate each finding among smokers with a study among nonsmokers before making recommendations and undertaking preventive actions among nonsmokers. Are Occupational Exposures Important? Zeka et al4 conclude that occupational exposures play a limited role in lung cancer risk in their study of nonsmokers. Although they do not quantify “limited role,” it seems not inconsistent with Axelson's15 attributable risk estimates of 15% to 25% for lung cancer from occupational exposures when smoking individuals are also included. This might be viewed, however, as a more important contribution to lung cancer among nonsmokers when recognizing that only approximately 25% can be explained so far.5 It is important to note that currently no established nontobacco risk factor explains a large percentage of lung cancer cases. How can we Best Identify Lung Cancer Risk Factors Among Nonsmokers? Studies restricted to nonsmokers such as the one by Zeka et al4 are designed to eliminate active smoking as a possible confounder in the evaluation of risk factors for lung cancer. This approach assumes that studies among nonsmokers provide the best evidence that a nontobacco factor causes a tobacco-related disease. This is a view held by many epidemiologists despite the fact that most evidence regarding the role of established nontobacco risk factors for lung cancer comes from studies that include smokers. Although it seems like a good idea to restrict studies to nonsmokers, there are several limitations with this approach. A major appeal of studies among nonsmokers is the belief that this may be the only way to confidently eliminate the possibility of confounding from active smoking. It is not clear, however, that confounding in occupational studies (and we suspect for nonoccupational studies also) by active smoking is a very common event.16 Even if confounding by active smoking is a problem, it would not necessarily be eliminated by studying individuals who reported they were nonsmokers, because self-report of smoking status is subject to error. Studies find that 15% to 20% of self-reported nonsmokers have cotinine evels in body fluids in a range typically associated with active smoking.17–20 This is a fairly sizable level of misclassification of smoking status, and one can imagine that misclassification of historical smoking status would be even worse. In addition, limiting investigations of lung cancer to nonsmokers typically leads to a much reduced sample size and many fewer exposed cases. This is a particular problem for studies of occupational exposures because smoking rates among blue collar workers are higher than in the general population. Therefore, exclusion of smokers limits not only the number of cases in the study, but a disproportionate number of blue collar cases who are most likely to have exposures of interest. This is shown by the relatively small number of cases in any specific occupational exposure category in the fairly large study described by Zeka et al.4 Small numbers limit interpretations and make conclusions difficult. Finally, exclusion of smokers also does not allow evaluation of effect modification or interaction from active smoking as has been shown to occur for asbestos and a few other exposures.21 For example, in one study, the relative risk for lung cancer was 5.17 from asbestos exposure, 10.85 from smoking, and 53.24 from interaction of these factors.21,22 Focusing on either factor independently could seriously underestimate the overall impact of that factor on lung cancer development. Presentation of analyses focused exclusively on smokers or nonsmokers can often be useful, but inclusion of results on both smokers and nonsmokers in the same paper might provide the most information regarding nontobacco causes of lung cancer. Conclusions Lung cancer among nonsmokers is a moderately common disease, but established risk factors can only explain approximately 25% of its occurrence. Risk factors among nonsmokers appear to be similar to those among smokers, although interaction with smoking also occurs. Studies that include smokers and nonsmokers would seem to offer the best opportunity to identify additional causes of lung cancer among nonsmokers and to further identify tobacco and other risk factor interactions.",1044-3983 1531-5487,-1,openalex,1575,,,,337
311,1364,"Mosavi-Jarrahi, Mohagheghi, Kalaghchi, Mousavi-Jarrahi, Noori",2009,Population health metrics,10.1186/1478-7954-7-7,Estimating the incidence of lung cancer attributable to occupational exposure in Iran.,7,7,,"The aim of this study was to estimate the fraction of lung cancer incidence in Iran attributed to occupational exposures to the well-established lung cancer carcinogens, including silica, cadmium, nickel, arsenic, chromium, diesel fumes, beryllium, and asbestos. Nationwide exposure to each of the mentioned carcinogens was estimated using workforce data from the Iranian population census of 1995, available from the International Labor Organization (ILO) website. The prevalence of exposure to carcinogens in each industry was estimated using exposure data from the CAREX (CARcinogen EXposure) database, an international occupational carcinogen information system kept and maintained by the European Union. The magnitude of the relative risk of lung cancer for each carcinogen was estimated from local and international literature. Using the Levin modified population attributable risk (incidence) fraction, lung cancer incidence (as estimated by the Tehran Population-Based Cancer Registry) attributable to workplace exposure to carcinogens was estimated. The total workforce in Iran according to the 1995 census identified 12,488,020 men and 677,469 women. Agriculture is the largest sector with 25% of the male and 0.27% of female workforce. After applying the CAREX exposure estimate to each sector, the proportion exposed to lung carcinogens was 0.08% for male workers and 0.02% for female workers. Estimating a relative risk of 1.9 (95% CI of 1.7-2.1) for high exposure and 1.3 (95% CI 1.2-1.4) for low exposure, and employing the Levin modified formula, the fraction of lung cancer attributed to carcinogens in the workplace was 1.5% (95% CI of 1.2-1.9) for females and 12% (95% CI of 10-15) for males. These fractions correspond to an estimated incidence of 1.3 and 0.08 cases of lung cancer per 100,000 population for males and females, respectively. The incidence of lung cancer due to occupational exposure is low in Iran and, as in other countries, more lung cancer is due to occupational exposure among males than females.",1478-7954,-1,"pubmed, embase, openalex","1364, 1140, 1536",,,,338
244,1528,"L Rushton, S Hutchings, T Brown",2007,Occupational and Environmental Medicine,10.1136/oem.2007.037002,The burden of cancer at work: estimation as the first step to prevention,789-800,65,12,"Objectives: Work-related cancers are largely preventable. The overall aim of this project is to estimate the current burden of cancer in Great Britain attributable to occupational factors, and identify carcinogenic agents, industries and occupations for targeting risk prevention. Methods: Attributable fractions and numbers were estimated for mortality and incidence for bladder, lung, non-melanoma skin, and sinonasal cancers, leukaemia and mesothelioma for agents and occupations classified as International Agency for Research on Cancer (IARC) Group 1 and 2A carcinogens with “strong” or “suggestive” evidence for carcinogenicity at the specific cancer site in humans. Risk estimates were obtained from published literature and national data sources used for estimating proportions exposed. Results: In 2004, 78 237 men and 71 666 women died from cancer in Great Britain. Of these, 7317 (4.9%) deaths (men: 6259 (8%); women: 1058 (1.5%)) were estimated to be attributable to work-related carcinogens for the six cancers assessed. Incidence estimates were 13 338 (4.0%) registrations (men: 11 284 (6.7%); women 2054 (1.2%)). Asbestos contributed over half the occupational attributable deaths, followed by silica, diesel engine exhaust, radon, work as a painter, mineral oils in metal workers and in the printing industry, environmental tobacco smoke (non-smokers), work as a welder and dioxins. Occupational exposure to solar radiation, mineral oils and coal tars/pitches contributed 2557, 1867 and 550 skin cancer registrations, respectively. Industries/occupations with large numbers of deaths and/or registrations include construction, metal working, personal and household services, mining (not metals), land transport and services allied to transport, roofing, road repair/construction, printing, farming, the Armed Forces, some other service industry sectors and manufacture of transport equipment, fabricated metal products, machinery, non-ferrous metals and metal products, and chemicals. Conclusions: Estimates for all but leukaemia are greater than those currently used in UK health and safety strategy planning and contrast with small numbers (200–240 annually) from occupational accidents. Sources of uncertainty in the estimates arise principally from approximate data and methodological issues. On balance, the estimates are likely to be a conservative estimate of the true risk. Long latency means that past high exposures will continue to give substantial numbers in the near future. Although levels of many exposures have reduced, recent measurements of others, such as wood dust and respirable quartz, show continuing high levels.",1351-0711 1470-7926,-1,openalex,1528,,,,339
424,1330,"Jia, Mi, Yang, Wei, Cao, Hu, Lu",2016,Wei sheng yan jiu = Journal of hygiene research,,[A case-control study on the relationship between food preference and lung cancer and mesothelioma in a rural area with naturally occurring asbestos].,771-776,45,5,"To understand the relationship between food preference and lung cancer or malignant pleural mesothelioma and the interactive effect between food preference and asbestos exposure in a rural area with naturally occurring asbestos. At the basis of the cohort of Dayao in Yunnan, we performed a 1 ∶ 2 casecontrol study including 53 cases( 23 cases for lung cancer and 26 cases for mesothelioma)and 106 age-and sex-matched normal healthy controls. In order to study the protective effect of food preference and the interactive effect between food preference and asbestos exposure, conditional logistic regression was used to estimate adjusted odds ratios( OR)and their 95% confidence intervals( CI) in both unvaried and multivariate analyses. Both green tea and wild mushroom were inversely associated with lung cancer ormalignant pleural mesothelioma, and the adjusted ORs were: 0. 88( 95% CI 0. 66-0. 87) for green tea, 0. 85( 95% CI 0. 23- 0. 95) for wild mushroom intake. Food preference to wild mushroom modified the associations of Crocidolite ' s contacting, Respectively, relative excess risk due to interaction( RERI), attributable proportion due to interaction( API), synergy index( S) were 0. 86, 0. 26 and 0. 61. Both green tea and wild mushroom might serve as protective factors on lung cancer or malignant pleural mesothelioma.",1000-8020,manual_review,pubmed,1330,,,,340
138,1376,Berry,2007,Statistics in medicine,10.1002/sim.2783,Relative risk and acceleration in lung cancer.,3511-7,26,18,"For a substance that increases the relative risk of disease, it does not necessarily follow that the proportion of cases due to exposure to the substance is the same as the attributable fraction in the exposed. An alternative explanation is that the substance has accelerated the occurrence of disease and, therefore, played a role in all cases. When the incidence of disease with time follows the Weibull distribution, it is well known that the proportional hazards model and the accelerated failure time model are equivalent. The purpose of this paper is to provide a numerical illustration of the relationship between the relative risk and the acceleration time of occurrence of cases. A Weibull distribution is a good approximation for lung cancer death rates up to the age of 80 years. The numerical relationship between the relative risk and the time by which cases are accelerated is given for lung cancer deaths occurring at ages of 40-75 years with relative risks of 1.01-3. As an example, for a death due to lung cancer at age 60 years in a smoker, relative risks of 2 and 1.1 due to occupational exposure to a substance correspond to accelerations of 5.2 years and 8 months, respectively.",0277-6715,-1,"pubmed, embase, openalex","1376, 1152, 1593",,,,341
294,1403,"Mao, Hu, Ugnat, Semenciw, Fincham",2001,International journal of epidemiology,10.1093/ije/30.4.809,Socioeconomic status and lung cancer risk in Canada.,809-17,30,4,"Several epidemiological studies have found that lung cancer is inversely related to socioeconomic status (SES) and suggest it as a possible risk factor for lung cancer. This study examines SES and lung cancer risk in Canada. Mailed questionnaires with telephone follow-up were used to obtain data on 3280 newly diagnosed, histologically confirmed lung cancer cases and 5073 population controls, between 1994 and 1997, in eight Canadian provinces. Measurement included information on SES, smoking habits, alcohol use, diet, residential and occupational histories and both residential and occupational exposure to environmental tobacco smoke (ETS). Odds ratios (OR) and 95% CI were derived from unconditional logistic regression analysis. Compared with high income adequacy, an increased risk was found among low income males and females, with adjusted OR of 1.7 (95% CI : 1.3-2.2) and 1.5 (95% CI : 1.1-2.0), respectively. Compared with < or = 8 years of education, the adjusted OR were 0.6 (95% CI : 0.5-0.7) and 0.6 (95% CI : 0.5-0.8) for > or = 14 years education among males and females, respectively. Lung cancer risk was significantly increased for males of some social classes. The population attributable risk for income adequacy, education and social class was 24%, 25% and 21% among males, respectively, and 14% and 19% for income adequacy and education among females, respectively, in this Canadian population. A statistically significant association between income adequacy, education social class and lung cancer risk was found.",0300-5771,-1,"pubmed, embase, openalex","1403, 1199, 1513",,,,342
121,1436,"Band, Le, Fang, Deschamps, Coldman, Gallagher, Moody",1996,American journal of epidemiology,10.1093/oxfordjournals.aje.a008722,"Cohort study of Air Canada pilots: mortality, cancer incidence, and leukemia risk.",137-43,143,2,"Despite the special working environment and exposures of airline pilots, data on risk of death and cancer incidence in this occupational group are limited. The authors investigated a cohort of 2,740 Air Canada pilots who contributed 62,449 person-years of observation. All male pilots employed for at least 1 year on and since January 1, 1950, were studied. The cutoff date for outcome information was December 31, 1992. Standardized mortality ratio (SMR) and standardized incidence ratio (SIR) were used to compare mortality rates and cancer incidence rates of the cohort with the respective Canadian population rates. Ninety percent confidence intervals of the SMR and SIR were calculated. Statistically significant decreased mortality was observed for all causes (SMR = 0.63, 90% confidence interval (CI) 0.56-0.70), for all cancers (SMR = 0.61, 90% CI 0.48-0.76), and for all noncancer diseases (SMR = 0.53, 90% CI 0.45-0.62). Mortality from aircraft accidents was significantly raised (SMR = 26.57, 90% CI 19.3-35.9). Significantly decreased cancer incidence was observed for all cancers (SIR = 0.71, 90% CI 0.61-0.82), rectal cancer (SIR = 0.42, 90% CI 0.14-0.96), lung cancer (SIR = 0.28, 90% CI 0.16-0.46), and bladder cancer (SIR = 0.36, 90% CI 0.12-0.82). Prostate cancer (SIR = 1.87, 90% CI 1.38-2.49) and acute myeloid leukemia (SIR = 4.72, 90% CI 2.05-9.31) were significantly increased. The preferred relative risk model for radiation-induced nonchronic lymphoid leukemia (Beir V report) was applied to the cohort by using published estimates of in-flight radiation exposures. The estimated relative risk ranged from 1.001 to 1.06 and did not differ significantly from the observed SIR (SIR = 1.88, 90% CI 0.80-3.53). However, the incidence rate of acute myeloid leukemia was significantly increased. Monitoring of in-flight radiation exposure and long-term follow-up of civil aviation crew members is needed to further assess cancer incidence and leukemia risk in this special occupational group.",0002-9262,-1,"pubmed, embase","1436, 1229",,,,343
363,1378,"Das, Mühlenbruch, Mahnken, Hering, Sirbu, Zschiesche, Knoll, Felten, Kraus, Günther, Wildberger",2007,European radiology,10.1007/s00330-006-0426-8,Asbestos Surveillance Program Aachen (ASPA): initial results from baseline screening for lung cancer in asbestos-exposed high-risk individuals using low-dose multidetector-row CT.,1193-9,17,5,"The purpose of this study was to assess the prevalence of lung cancer in a high-risk asbestos-exposed cohort using low-dose MDCT. Of a population of 5,389 former power-plant workers, 316 were characterized as individuals at highest risk for lung cancer according to a lung-cancer risk model including age, asbestos exposure and smoking habits. Of these 316, 187 (mean age: 66.6 years) individuals were included in a prospective trial. Mean asbestos exposure time was 29.65 years and 89% were smokers. Screening was performed on a 16-slice MDCT (Siemens) with low-dose technique (10/20 mAs(eff.); 1 mm/0.5 mm increment). In addition to soft copy PACS reading analysis on a workstation with a dedicated lung analysis software (LungCARE; Siemens) was performed. One strongly suspicious mass and eight cases of histologically proven lung cancer were found plus 491 additional pulmonary nodules (average volume: 40.72 ml, average diameter 4.62 mm). Asbestos-related changes (pleural plaques, fibrosis) were visible in 80 individuals. Lung cancer screening in this high-risk cohort showed a prevalence of lung cancer of 4.28% (8/187) at baseline screening with an additional large number of indeterminate pulmonary nodules. Low-dose MDCT proved to be feasible in this highly selected population.",0938-7994,-1,"pubmed, embase","1378, 1154",,,,344
396,1519,"M Albin, C Magnani, S Krstev, E Rapiti, I Shefer",1999,Environmental Health Perspectives,10.1289/ehp.99107s2289,Asbestos and cancer: An overview of current trends in Europe.,289-298,107,suppl 2,"This review assesses the contribution of occupational asbestos exposure to the occurrence of mesothelioma and lung cancer in Europe. Available information on national asbestos consumption, proportions of the population exposed, and exposure levels is summarized. Population-based studies from various European regions on occupational asbestos exposure, mesothelioma, and lung cancer are reviewed. Asbestos consumption in 1994 ranged, per capita, between 0. 004 kg in northern Europe and 2.4 kg in the former Soviet Union. Population surveys from northern Europe indicate that 15 to 30% of the male (and a few percent of the female) population has ever had occupational exposure to asbestos, mainly in construction (75% in Finland) or in shipyards. Studies on mesothelioma combining occupational history with biologic exposure indices indicate occupational asbestos exposure in 62 to 85% of the cases. Population attributable risks for lung cancer among males range between 2 and 50% for definite asbestos exposure. After exclusion of the most extreme values because of methodologic aspects, most of the remaining estimates are within the range of 10 to 20%. Estimates of women are lower. Extrapolation of the results to national figures would decrease the estimates. Norwegian estimates indicate that one-third of expected asbestos-related lung cancers might be avoided if former asbestos workers quit smoking. The combination of a current high asbestos consumption per capita, high exposure levels, and high underlying lung cancer rates in Central Europe and the former Soviet Union suggests that the lung cancers will arise from the smoking-asbestos interaction should be a major concern.",0091-6765 1552-9924,-1,openalex,1519,,,,345
344,1465,Fabrikant,1990,Health physics,10.1097/00004032-199007000-00010,Radon and lung cancer: the BEIR IV Report.,89-97,59,1,"The National Academy of Sciences' BEIR IV Report (1988) deals primarily with lung cancer risks in human populations exposed to internally deposited alpha-emitting Rn and its decay products. Quantitative risk estimates for lung cancer are derived from analyses of epidemiologic data. A modified excess relative risk model of lung cancer mortality of worker exposure to Rn progeny in underground miners is developed. This models the excess risk per WLM (working level month) in terms of time intervals prior to an attained age, and is dependent on time since exposure and age at risk. Risk projections for the general public in indoor domestic environments are presented and cover exposure situations of current public health concern. For example, lifetime exposure to 1 WLM y-1 is estimated to increase the number of deaths due to lung cancer by a factor of about 1.5 over the current rate for both males and females in a population having the current prevalence of cigarette smoking. Occupational exposure to 4 WLM y-1 from ages 20 to 40 y is projected to increase lung cancer deaths in the general population by a factor of 1.6 over the current rate of this age cohort. In all of these cases, most of the increased risk occurs to smokers for whom the risk is up to 10 times greater than for nonsmokers. Discussion includes the extrapolation of estimates of lung cancer mortality risks from the underground miner data to the general population exposed to Rn and its decay products in the indoor domestic environment.",0017-9078,-1,"pubmed, embase, openalex","1465, 1260, 1573",,,,346
208,1372,"Jacob, Meckbach, Sokolnikov, Khokhryakov, Vasilenko",2007,Radiation and environmental biophysics,10.1007/s00411-007-0117-0,Lung cancer risk of Mayak workers: modelling of carcinogenesis and bystander effect.,383-94,46,4,"Lung cancer mortality in the period of 1948-2002 has been analysed for 6,293 male workers of the Mayak Production Association, for whose information on smoking, annual external doses and annual lung doses due to plutonium exposures was available. Individual likelihoods were maximized for the two-stage clonal expansion (TSCE) model of carcinogenesis and for an empirical risk model. Possible detrimental and protective bystander effects on mutation and malignant transformation rates were taken into account in the TSCE model. Criteria for non-nested models were used to evaluate the quality of fit. Data were found to be incompatible with the model including a detrimental bystander effect. The model with a protective bystander effect did not improve the quality of fit over models without a bystander effect. The preferred TSCE model was sub-multiplicative in the risks due to smoking and internal radiation, and more than additive. Smoking contributed 57% to the lung cancer deaths, the interaction of smoking and radiation 27%, radiation 10%, and others cause 6%. An assessment of the relative biological effectiveness of plutonium was consistent with the ICRP recommended value of 20. At age 60 years, the excess relative risk (ERR) per lung dose was 0.20 (95% CI: 0.13; 0.40) Sv(-1), while the excess absolute risk (EAR) per lung dose was 3.2 (2.0; 6.2) per 10(4) PY Sv. With increasing age attained the ERR decreased and the EAR increased. In contrast to the atomic bomb survivors, a significant elevated lung cancer risk was also found for age attained younger than 55 years. For cumulative lung doses below 5 Sv, the excess risk depended linearly on dose. The excess relative risk was significantly lower in the TSCE model for ages attained younger than 55 than that in the empirical model. This reflects a model uncertainty in the results, which is not expressed by the standard statistical uncertainty bands.",0301-634X,-1,pubmed,1372,,,,347
262,1739,"P Urso, B Lietti, D Russignaga, A Izzo, G Colloca, M Maroni",2006,Epidemiology,10.1097/00001648-200611001-00839,Relative Contribution of Residential and Occupational Radon Exposure to Lung Cancer Risk in Italian Bank Workers,S318-S319,17,Suppl,"P-202 Introduction: Radon, a well known carcinogenic agent for humans lung, is a radioactive gas emerging essentially from soil so it represents a physical hazard for people working in underground rooms. Banks are characterised by an elevated number of underground floors and spaces, (strong-rooms, strong-box and safe-deposit rooms). The potential risk to bank workers is assessed in the present study combining occupational and residential radon exposure. Methods: Radon concentration was measured with Cr-39 dosimeters at annual and quarterly intervals in ground and underground floors of 134 bank buildings distributed among 7 regions in the North, Centre and South of Italy. Regional mean concentrations obtained in the National Residential Survey conducted by the National Institute of Health were considered as reference for residential exposure. The annual cumulative time typically spent by bank workers in underground and ground levels was estimated to be 120 hrs and 1880 hrs, respectively. The calculated cumulative annual occupational doses were compared to the corresponding residential area values. Lung cancer lifetime risk was then evaluated with a risk model (based on WHO standardization) involving a population life expectancy of 70 years, a lifetime working period between 18 and 65 years of age and a total of 2,000 working hours per year. Results: Without considering occupational exposure, maximum and minimum values of average lifetime risk were reached in the regions with respectively maximum and minimum average residential concentrations (119 and 35 Bq/m3 corresponding respectively to a lifetime risk of 14.7 · 10-3 and 4.4 · 10-3). The relative contribution of occupational exposure to overall lifetime risk was found to be proportionally high in regions with low residential concentrations, while occupational exposure may determine even a decreased overall lifetime risk in the areas with high residential concentrations. Significant absolute lifetime risk increase due to occupational exposure was only observed when very high concentrations were present at the underground levels (peak level = 2,564 Bq/m3). Consequently, organisational and technical interventions were adopted to reduce the maximum level to 500 Bq/m3, as prescribed by Italian legislation. Conclusions: The study confirmed that key determinants of occupational radon exposure for bank workers are represented by radon concentration in the premises and the work time spent in underground floors. The relative contribution of occupational exposure to individual lifetime cancer risk is also strictly dependent on the residential concentrations present in the area where the building is located.",1044-3983 1531-5487,-1,openalex,1739,,,,348
14,1401,"López-Antuñano, Tovar-Guzmán",2002,Salud publica de Mexico,,"[To smoke or not to smoke, in restaurants, hotels, and bars].",S136-43,44 Suppl 1,,"A MEDLINE search was conducted to identify relevant references, to review the information on adverse effects of tobacco smoking and environmental tobacco smoke (ETS). Occupational exposure to ETS causes significant damages to food industry workers. High levels of mutagenic substances have been demonstrated in restaurant air as well as in the urine samples from those workers. Exposition to 3-aminophenyl, a hemoglobin-associated carcinogen. The best way to protect these workers is the reduction of tobacco smoking in restaurants, hotels, bars and taverns. In restaurant workers, ETS attributable risk for lung cancer is evident.",0036-3634,title_duplicate,"pubmed, embase, openalex","1401, 1192, 1711",,,,349
269,1351,"He, Jiang, Li, Li, Ko, Wu, Sun, He, Liang, Hu, Lam",2012,Chest,10.1378/chest.11-2884,Secondhand smoke exposure predicted COPD and other tobacco-related mortality in a 17-year cohort study in China.,909-918,142,4,"Prospective evidence on the association between secondhand smoke (SHS) and COPD and ischemic stroke is scarce. We prospectively examined the relationship between SHS and major tobacco-related deaths, particularly COPD and stroke, in 910 Chinese (439 men, 471 women) who never smoked from a 17-year follow-up study in Xi’an, China. SHS exposure was defi ned as exposure to another person’s tobacco smoke at home or in the workplace. At baseline among the 910 subjects, 44.2% were exposed to SHS at home, 52.9% in the workplace, and 67.1% at home, work, or both. From March 1, 1994, to July 1, 2011, 249 (150 men,99 women) died within 14,016 person-years. Those who were exposed to SHS had increased mortality due to coronary heart disease (adjusted relative risk [RR], 2.15; 95% CI, 1.00-4.61), ischemic stroke (RR, 2.88; 95% CI, 1.10-7.55), lung cancer (RR, 2.00; 95% CI, 0.62-6.40), COPD (RR, 2.30;95% CI, 1.06-5.00), and all causes (RR, 1.72; 95% CI, 1.29-2.20), with significant dose-response relationships between cumulative SHS exposure at home and work and the increased risk of cause-specific and total mortality (P for linear trend ranged from .045 to , .001). This study shows dose-response relationships between SHS and major tobacco-related mortality and provides new evidence to support causation for COPD and ischemic stroke.",1931-3543,-1,"pubmed, embase","1351, 1109",,,,350
